phone,school,region
+12109241201,St James The Apostle School,Texas Private
+17134687946,St Jerome Catholic School,Texas Private
+12104330411,St John Berchmans School,Texas Private
+12104328011,St John Bosco School,Texas Private
+12548633332,St John Lutheran Academy,Texas Private
+12816931000,St John Xxiii College Prreparatory,Texas Private
+17138500222,St Johns School,Texas Private
+19566860131,St Johns Episcopal Day School,Texas Private
+13256958870,St Johns Episcopal School,Texas Private
+14323376431,St Johns Episcopal School Odessa,Texas Private
+19565423581,St Joseph Academy,Texas Private
+12546347272,St Joseph Catholic Academy,Texas Private
+18063591604,St Joseph Catholic Elementary School,Texas Private
+19798226641,St Joseph Catholic School,Texas Private
+19563833957,St Joseph Catholic School,Texas Private
+19722344679,St Joseph Catholic School,Texas Private
+18174196800,St Joseph Catholic School,Texas Private
+13612939000,St Joseph Elementary School,Texas Private
+13615732446,St Joseph High School,Texas Private
+15126146622,St Louis Catholic School,Texas Private
+18309313544,St Louis Catholic School,Texas Private
+12104342011,St Luke Catholic School,Texas Private
+18067974396,St Luke'S Preschool,Texas Private
+12108260664,St Lukes Episcopal School,Texas Private
+17136677030,St Mark'S Episcopal School,Texas Private
+19155812032,St Marks School,Texas Private
+12813585523,St Martha Catholic School,Texas Private
+14693622400,St Martin De Porres Catholic School,Texas Private
+12813324014,St Mary Catholic School,Texas Private
+12814468535,St Mary Magadalene Catholic School,Texas Private
+12147482394,St Mary Of Carmel School,Texas Private
+17135229276,St Mary Of The Purification Catholic School,Texas Private
+19037531657,St Mary S Catholic School,Texas Private
+19406655395,St Mary School,Texas Private
+19565461805,St Mary'S Catholic School,Texas Private
+18309973914,St Mary'S Elementary School,Texas Private
+12104839234,St Mary'S Hall,Texas Private
+18063769112,St Marys Cathedral School,Texas Private
+12547788141,St Marys Catholic School,Texas Private
+19038932127,St Marys Catholic School,Texas Private
+14323376052,St Marys Central Catholic School,Texas Private
+19798655551,St Marys Episcopal Day School,Texas Private
+12548265991,St Marys School,Texas Private
+12104785099,St Matthew Catholic School,Texas Private
+19563834202,St Matthew'S Episcopal School,Texas Private
+15123453040,St Matthew'S Episcopal School,Texas Private
+19797258461,St Michael Catholic School,Texas Private
+17136216847,St Michael Catholic School - Houston,Texas Private
+13612773854,St Michaels Catholic School,Texas Private
+12143515688,St Monica Catholic School,Texas Private
+17137919977,St Nicholas School,Texas Private
+19155324142,St Patrick Cathedral School,Texas Private
+12143488070,St Patrick Catholic School,Texas Private
+19366346719,St Patrick Catholic School,Texas Private
+13618521211,St Patrick School,Texas Private
+19722353263,St Paul Catholic Classical School,Texas Private
+12107322741,St Paul Catholic School,Texas Private
+19566822345,St Paul Lutheran School,Texas Private
+18173532929,St Paul Lutheran School,Texas Private
+15128982711,St Paul Lutheran School,Texas Private
+19405526651,St Paul Lutheran School,Texas Private
+19793662218,St Paul Lutheran Serbin School,Texas Private
+14092837555,St Paul'S Episcopal School,Texas Private
+18175613500,St Paul'S Preparatory Academy,Texas Private
+17135286779,St Paul'S School,Texas Private
+19798361145,St Pauls Christian Day School,Texas Private
+12547530246,St Pauls Episcopal Day School,Texas Private
+12102712861,St Pauls Episcopal Montessori School,Texas Private
+18172462032,St Peter The Apostle Catholic Classical School,Texas Private
+18172940124,St Peter'S Classical School,Texas Private
+18302570257,St Peter'S Episcopal School,Texas Private
+12143814973,St Philip & St. Augustine Catholic Academy,Texas Private
+19795432901,St Philip The Apostle Catholic School,Texas Private
+18302781350,St Philip'S Episcopal School,Texas Private
+13613586242,St Philips Episcopal School,Texas Private
+12108246431,St Pius X Catholic School,Texas Private
+13619921343,St Pius X Catholic School,Texas Private
+19722792339,St Pius X Catholic School,Texas Private
+17135797555,St Pius X High School,Texas Private
+19155982241,St Raphael School,Texas Private
+15122481789,St Richards Episcopal School,Texas Private
+18174519383,St Rita Catholic School,Texas Private
+19722393203,St Rita Catholic School,Texas Private
+19797433080,St Rose Of Lima Catholic School,Texas Private
+17136910104,St Rose Of Lima Catholic School,Texas Private
+17138219100,St Stephen'S Episcopal School,Texas Private
+15128479857,St Stephen'S Episcopal School,Texas Private
+13463351700,St Theresa Catholic School,Texas Private
+12814941157,St Theresa Catholic School-Sugar Land,Texas Private
+15124517105,St Theresas Catholic School,Texas Private
+12148260566,St Thomas Aquinas Catholic School,Texas Private
+19796961728,St Thomas Early Learning Center,Texas Private
+17136663111,St Thomas Episcopal School,Texas Private
+17137293434,St Thomas More Parish School,Texas Private
+19728205460,St Timothy Christian Academy,Texas Private
+17136633530,St Vincent De Paul Catholic School,Texas Private
+12819988989,Star Montessori School,Texas Private
+12549654821,Stephenville Christian School,Texas Private
+19727900070,Stonegate Christian Academy,Texas Private
+15127632776,Stonehill Christian Academy,Texas Private
+17134908108,Strake Jesuit College Prep School,Texas Private
+12812611000,Sugar Creek Montessori School,Texas Private
+12816937267,Sugar Creek Montessori School Katy,Texas Private
+19036477393,Summit Christian Academy,Texas Private
+15122501369,Summit Christian Academy Of Cedar Park,Texas Private
+12548638785,Summit School Waco,Texas Private
+19158551205,Sun Country Montessori,Texas Private
+12146442080,Sunshine & Rainbows Early Learning Center,Texas Private
+12108240579,Sunshine Cottage School For Deaf Children,Texas Private
+19795486001,Sweeny Christian School,Texas Private
+18176450895,Sycamore Academy,Texas Private
+15129058770,Tamim,Texas Private
+12547210996,Tamra Learning Academy,Texas Private
+17139774007,Tanglewood Academy,Texas Private
+12103885714,Tanya'S Little Angels Christian Academy,Texas Private
+18067830054,Tas Montessori School,Texas Private
+18174570770,Temple Christian School,Texas Private
+18179228232,Texas Academy Of Faith And Arts,Texas Private
+12817715348,Texas Autism Academy,Texas Private
+12815506060,Texas Christian School,Texas Private
+19406427463,Texas Torah Institute,Texas Private
+19038937076,Texoma Christian School,Texas Private
+12144957500,The Academy At Church Eleven32,Texas Private
+12812926284,The Academy At World Champions Centre,Texas Private
+12108268804,The Acorn - A School For Young Children,Texas Private
+14098993947,The Anchor Early Learning Center,Texas Private
+12106952240,The Atonement Catholic Academy,Texas Private
+12814449326,The Banff School,Texas Private
+17134650288,The Branch School,Texas Private
+12814931070,The Briarwood School,Texas Private
+19038945000,The Brook Hill School,Texas Private
+12143572995,The Cambridge School Of Dallas,Texas Private
+18306254404,The Children'S Courtyard Inc.,Texas Private
+12813450960,The Childrens Courtyard 3052,Texas Private
+19729376910,The Childrens Montessori Center,Texas Private
+12108781000,The Christian School At Castle Hills,Texas Private
+12108220461,The Circle School,Texas Private
+16822370400,The Clariden School,Texas Private
+12142679059,The Compass School Of Texas,Texas Private
+18325446031,The Connection School Of Houston,Texas Private
+12813591099,The Covenant Preparatory School,Texas Private
+12143585818,The Covenant School,Texas Private
+12145256500,The Day School At Hp Pres,Texas Private
+19563811117,The Discovery School,Texas Private
+12142826268,The Einstein School,Texas Private
+14323333474,The Embassy Academy,Texas Private
+18322045900,The Emery/Weiner Center For Jewish Education,Texas Private
+12143677727,The Family Place Child Development Center,Texas Private
+12812400010,The Foundations Montessori,Texas Private
+19727724445,The Fulton School,Texas Private
+12813389510,The Galloway School,Texas Private
+17136597900,The Gateway Academy,Texas Private
+15124787827,The Girls' School Of Austin,Texas Private
+15123760005,The Gospel Lighthouse Christian Academy,Texas Private
+12814448747,The Greenwood Preschool,Texas Private
+12817062498,The Grove Community School,Texas Private
+17135262046,The Harris School,Texas Private
+19725541980,The Highlands School,Texas Private
+12145256600,The Hillier School,Texas Private
+12143606500,The Hockaday School,Texas Private
+12812657888,The Honor Roll School,Texas Private
+17135244511,The House At Pooh Corner,Texas Private
+13467011714,The Hub Houston Inc.,Texas Private
+15012038227,The Humanist Academy,Texas Private
+17137230616,The Imani School,Texas Private
+16823039287,The Jane Justin School,Texas Private
+12813670900,The John Cooper School,Texas Private
+17135230660,The Joy School,Texas Private
+12149422220,The Kessler School,Texas Private
+14693722502,The King'S Academy,Texas Private
+17132436555,The Kinkaid School - Head Of School Office,Texas Private
+17138803318,The Kipling School,Texas Private
+19405979184,The Koan School,Texas Private
+12143699201,The Lamplighter School,Texas Private
+15127652872,The Learning Experience,Texas Private
+12104973024,The Lilypad Farm School,Texas Private
+12816121777,The Little Village School,Texas Private
+15127822327,The Magellan International School,Texas Private
+15122669620,The Magnolia School,Texas Private
+18322053770,The Momentum Academy,Texas Private
+18172741548,The Montessori Academy Of Arlington Inc,Texas Private
+12104923553,The Montessori School Of San Antonio,Texas Private
+12547711116,The Montessori Schools Of Central Texas,Texas Private
+18174884555,The Novus Academy,Texas Private
+18063160016,The Oaks Christian Academy,Texas Private
+17049964758,The Oaks Tutorials,Texas Private
+17134674696,The Parish School,Texas Private
+19567813056,The Pharr Oratory Of St Philip Neri School System,Texas Private
+17136616688,The Post Oak School,Texas Private
+19037580320,The Prep School,Texas Private
+15122407737,The Prep School Of Crystal Falls,Texas Private
+17136828383,The Regis School Of The Sacred Heart,Texas Private
+19362739111,The Rubicon Academy,Texas Private
+18329757075,The Saint Constantine School,Texas Private
+12145216062,The Saint Timothy School,Texas Private
+17135208310,The School For Young Children,Texas Private
+14097275444,The School Of Montessori,Texas Private
+17132706127,The Shlenker School,Texas Private
+19726591199,The Sloan School,Texas Private
+12144431237,The St Anthony School,Texas Private
+11210788401,The Starr Family Jewish Day School,Texas Private
+17137836990,The Tenney School,Texas Private
+12814998030,The Towne Creek School,Texas Private
+18038886708,The Uhuru Academy,Texas Private
+12814967900,The Village School,Texas Private
+13612128463,The Vine School,Texas Private
+19722398598,The Westwood School,Texas Private
+12812089545,The Wide School,Texas Private
+12812617189,The Williams School Dba Homeschool Academy,Texas Private
+12146916950,The Winston School,Texas Private
+12106156544,The Winston School San Antonio,Texas Private
+19362732555,The Woodlands Christian Academy,Texas Private
+12818228220,The Woodlands Methodist School,Texas Private
+12813639600,The Woodlands Montessori School,Texas Private
+19365489442,The Woodlands Prep High School Online High School,Texas Private
+18322573563,The Woodlands Young Learners Academy,Texas Private
+18306937007,Tierra Vista Montessori School,Texas Private
+12148216402,Tkg Academy,Texas Private
+12105646165,Tmi Episcopal,Texas Private
+17376779599,Tnt Academy,Texas Private
+19364350303,Tomorrow'S Promise,Texas Private
+17137772000,Torah Day School,Texas Private
+19729640090,Torah Day School Of Dallas,Texas Private
+17139360644,Torah Girls Academy Of Texas,Texas Private
+12106485961,Town East Christian School,Texas Private
+19796907373,Traditions Montessori School,Texas Private
+19403958994,Transformative Leadership Academy,Texas Private
+18172374255,Trinity Baptist Temple Academy,Texas Private
+18174415897,Trinity Christian Academy,Texas Private
+19037859557,Trinity Christian Academy,Texas Private
+18067916583,Trinity Christian School,Texas Private
